"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","MaritalStatus","OverTime","Age_Group","DRate_Group","DistanceFromHome_Group","Education_Group","EmployeeNumber_Group","EnvironmentSat_Group","HourlyRate_Group","JobInvolvement_Group","JobLevel_Group","JobSatisfaction_Group","MonthlyIncome_Group","MonthlyRate_Group","NumCompaniesWorked_Group","PercentSalaryHike_Group","PerformanceRating_Group","RelationshipSatisfaction_Group","StockOptionLevel_Group","TotalWorkingYears_Group","TrainingTimesLastYear_Group","WorkLifeBalance_Group","YearsAtCompany_Group","YearsInCurrentRole_Group","YearsSinceLastPromotion_Group","YearsWithCurrManager_Group"
"1002","No","Travel_Frequently","Sales","Marketing","Male","Sales Executive","Married","No","elder","low","short","3","high","unsatisfactory","low","3","3","unsatisfactory","high","medium","medium","[11,12)","3","2","0","[13,28]","[3,6]","3","[3,5)","[2,3)","[1,15]","[2,3)"
"1003","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","Married","No","elder","low","short","4","high","unsatisfactory","high","4","2","unsatisfactory","medium","low","medium","[14,18)","3","4","1","[10,13)","[3,6]","3","[0,3)","[0,2)","[1,15]","[2,3)"
"1004","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Married","No","young","medium","short","2","high","satisfactory","medium","3","1","unsatisfactory","medium","low","medium","[12,14)","3","3","0","[10,13)","[3,6]","2","[9,40]","[7,18]","[1,15]","[7,14]"
"1005","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Single","Yes","young","low","long","4","high","satisfactory","low","3","1","satisfactory","low","high","medium","[12,14)","3","4","0","[6,10)","[2,3)","3","[5,9)","[2,3)","[1,15]","[7,14]"
"1006","No","Travel_Frequently","Research & Development","Medical","Female","Research Scientist","Divorced","Yes","mid","high","medium","3","high","satisfactory","medium","2","2","unsatisfactory","low","medium","medium","[14,18)","3","3","1","[13,28]","[3,6]","3","[9,40]","[7,18]","[0,1)","[7,14]"
"1007","Yes","Travel_Rarely","Sales","Medical","Male","Sales Executive","Divorced","No","young","high","long","4","low","unsatisfactory","low","3","2","unsatisfactory","medium","medium","medium","[14,18)","3","3","0","[6,10)","[2,3)","1","[3,5)","[0,2)","[1,15]","[2,3)"
"1008","No","Travel_Rarely","Research & Development","Other","Male","Research Director","Married","Yes","elder","low","medium","4","low","satisfactory","low","3","3","unsatisfactory","high","medium","large","[14,18)","3","2","0","[13,28]","[3,6]","4","[0,3)","[0,2)","[0,1)","[0,2)"
"1009","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","Married","Yes","mid","high","long","3","low","satisfactory","medium","3","3","satisfactory","high","medium","large","[12,14)","3","3","0","[10,13)","[2,3)","3","[5,9)","[7,18]","[0,1)","[0,2)"
"1010","No","Travel_Rarely","Research & Development","Other","Female","Research Scientist","Single","No","mid","medium","medium","4","low","unsatisfactory","low","3","2","satisfactory","medium","medium","medium","[14,18)","3","3","0","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1011","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","Married","No","elder","medium","short","3","medium","satisfactory","medium","3","4","satisfactory","high","low","large","[14,18)","3","4","0","[10,13)","[3,6]","3","[3,5)","[3,7)","[0,1)","[3,7)"
"1012","No","Travel_Frequently","Sales","Medical","Male","Sales Representative","Single","No","elder","high","medium","1","low","unsatisfactory","high","3","2","satisfactory","low","high","large","[18,25]","3","1","0","[0,6)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"1014","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","Married","No","elder","low","long","3","high","satisfactory","low","3","4","unsatisfactory","high","high","large","[12,14)","3","3","1","[13,28]","[0,2)","4","[9,40]","[3,7)","[1,15]","[3,7)"
"1015","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Married","No","young","high","short","3","high","satisfactory","low","1","2","unsatisfactory","medium","low","medium","[18,25]","4","2","0","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1016","No","Non-Travel","Research & Development","Life Sciences","Male","Healthcare Representative","Divorced","No","mid","high","short","2","low","satisfactory","high","2","2","satisfactory","medium","medium","large","[14,18)","3","4","1","[13,28]","[2,3)","4","[0,3)","[0,2)","[0,1)","[0,2)"
"1017","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Married","No","young","medium","long","3","low","unsatisfactory","low","2","2","satisfactory","high","high","medium","[18,25]","3","4","0","[6,10)","[3,6]","3","[0,3)","[2,3)","[1,15]","[2,3)"
"1018","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","Single","Yes","elder","low","short","4","medium","satisfactory","low","3","5","unsatisfactory","high","high","large","[12,14)","3","4","0","[10,13)","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1019","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Director","Married","Yes","mid","low","long","3","high","satisfactory","low","4","3","satisfactory","high","medium","medium","[18,25]","4","1","1","[13,28]","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1020","No","Travel_Frequently","Research & Development","Life Sciences","Female","Manufacturing Director","Married","No","elder","high","long","3","medium","satisfactory","high","3","3","unsatisfactory","high","medium","large","[11,12)","3","3","1","[13,28]","[0,2)","3","[5,9)","[7,18]","[0,1)","[0,2)"
"1021","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","Divorced","Yes","mid","low","long","2","low","satisfactory","high","2","3","satisfactory","high","medium","small","[14,18)","3","2","1","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1022","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","Divorced","No","young","medium","long","2","low","unsatisfactory","low","3","2","satisfactory","medium","low","large","[12,14)","3","1","2","[6,10)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"1023","Yes","Travel_Rarely","Sales","Medical","Male","Sales Executive","Single","No","elder","medium","medium","2","low","satisfactory","medium","2","3","satisfactory","high","medium","medium","[14,18)","3","4","0","[6,10)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1024","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","Married","No","young","low","medium","3","high","unsatisfactory","low","2","1","unsatisfactory","low","low","medium","[12,14)","3","2","1","[6,10)","[3,6]","2","[5,9)","[3,7)","[1,15]","[0,2)"
"1025","No","Travel_Rarely","Research & Development","Technical Degree","Male","Research Scientist","Single","No","young","medium","short","3","medium","satisfactory","high","3","1","unsatisfactory","low","low","medium","[11,12)","3","2","0","[0,6)","[2,3)","2","[3,5)","[2,3)","[1,15]","[2,3)"
"1026","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","Divorced","No","mid","low","short","4","high","satisfactory","high","3","2","satisfactory","medium","low","medium","[14,18)","3","3","2","[6,10)","[3,6]","3","[5,9)","[2,3)","[0,1)","[3,7)"
"1027","No","Travel_Frequently","Research & Development","Medical","Male","Manager","Married","No","mid","medium","medium","2","low","satisfactory","medium","2","5","satisfactory","high","high","medium","[14,18)","3","1","1","[13,28]","[2,3)","3","[9,40]","[7,18]","[1,15]","[3,7)"
"1028","No","Travel_Frequently","Research & Development","Life Sciences","Female","Healthcare Representative","Married","No","elder","low","short","3","medium","satisfactory","low","3","2","satisfactory","medium","high","large","[12,14)","3","2","1","[10,13)","[2,3)","2","[5,9)","[2,3)","[1,15]","[2,3)"
"1029","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Single","No","young","medium","long","3","low","satisfactory","medium","3","1","satisfactory","low","high","medium","[18,25]","3","1","0","[6,10)","[0,2)","3","[5,9)","[3,7)","[1,15]","[3,7)"
"1030","Yes","Travel_Frequently","Sales","Technical Degree","Male","Sales Executive","Married","Yes","elder","low","medium","2","medium","unsatisfactory","low","3","2","satisfactory","high","high","large","[14,18)","3","1","1","[13,28]","[3,6]","3","[3,5)","[3,7)","[1,15]","[3,7)"
"1031","No","Travel_Rarely","Research & Development","Technical Degree","Female","Research Scientist","Married","No","elder","low","medium","2","medium","unsatisfactory","low","4","1","satisfactory","low","high","medium","[12,14)","3","3","0","[10,13)","[3,6]","3","[9,40]","[3,7)","[0,1)","[7,14]"
"1032","Yes","Travel_Rarely","Human Resources","Human Resources","Male","Human Resources","Divorced","Yes","young","low","long","3","high","unsatisfactory","medium","2","1","unsatisfactory","low","low","large","[14,18)","3","4","3","[0,6)","[3,6]","3","[0,3)","[2,3)","[1,15]","[0,2)"
"1033","No","Travel_Rarely","Sales","Marketing","Male","Manager","Married","No","elder","high","medium","3","medium","unsatisfactory","high","3","5","unsatisfactory","high","low","large","[11,12)","3","3","1","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1034","No","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","Single","No","mid","low","long","4","high","satisfactory","low","2","1","unsatisfactory","low","medium","medium","[12,14)","3","3","0","[6,10)","[3,6]","3","[5,9)","[2,3)","[1,15]","[0,2)"
"1035","No","Travel_Rarely","Sales","Marketing","Male","Sales Representative","Married","No","elder","low","medium","4","medium","satisfactory","medium","3","1","unsatisfactory","medium","low","large","[14,18)","3","4","1","[0,6)","[2,3)","3","[0,3)","[2,3)","[1,15]","[2,3)"
"1036","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","Married","No","mid","medium","long","3","high","satisfactory","high","3","2","satisfactory","medium","high","large","[14,18)","3","1","3","[6,10)","[2,3)","2","[3,5)","[3,7)","[0,1)","[2,3)"
"1037","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Single","No","mid","medium","short","4","medium","satisfactory","high","3","1","satisfactory","low","medium","large","[18,25]","4","3","0","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1038","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","Married","No","elder","medium","short","3","medium","satisfactory","high","1","5","satisfactory","high","medium","large","[14,18)","3","2","1","[13,28]","[2,3)","3","[5,9)","[7,18]","[0,1)","[7,14]"
"1039","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Divorced","No","mid","high","short","3","high","satisfactory","medium","3","2","unsatisfactory","medium","high","medium","[12,14)","3","3","1","[10,13)","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1040","Yes","Travel_Rarely","Sales","Medical","Female","Sales Executive","Married","Yes","mid","high","short","2","low","satisfactory","low","3","2","satisfactory","medium","medium","large","[18,25]","3","1","0","[10,13)","[3,6]","2","[0,3)","[0,2)","[0,1)","[0,2)"
"1041","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manager","Divorced","No","elder","low","medium","3","medium","unsatisfactory","medium","3","5","satisfactory","high","medium","medium","[12,14)","3","2","1","[13,28]","[3,6]","2","[9,40]","[7,18]","[1,15]","[7,14]"
"1042","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Married","No","young","high","short","4","medium","unsatisfactory","high","4","1","satisfactory","medium","medium","medium","[18,25]","4","2","1","[6,10)","[2,3)","3","[5,9)","[7,18]","[0,1)","[7,14]"
"1043","No","Travel_Rarely","Research & Development","Technical Degree","Male","Laboratory Technician","Divorced","No","elder","medium","long","3","high","satisfactory","high","4","1","unsatisfactory","medium","low","large","[12,14)","3","3","1","[6,10)","[0,2)","3","[5,9)","[3,7)","[0,1)","[2,3)"
"1044","No","Non-Travel","Research & Development","Life Sciences","Male","Healthcare Representative","Divorced","No","young","medium","medium","2","low","unsatisfactory","high","4","2","unsatisfactory","medium","medium","medium","[12,14)","3","4","2","[6,10)","[2,3)","3","[5,9)","[3,7)","[1,15]","[3,7)"
"1045","No","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","Divorced","No","mid","high","long","3","low","satisfactory","high","3","1","unsatisfactory","low","high","medium","[12,14)","3","3","1","[13,28]","[2,3)","2","[9,40]","[7,18]","[1,15]","[3,7)"
"1046","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Representative","Single","Yes","mid","high","short","4","high","satisfactory","medium","3","1","satisfactory","low","medium","large","[18,25]","4","4","0","[6,10)","[3,6]","2","[3,5)","[2,3)","[1,15]","[2,3)"
"1047","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Married","No","elder","low","medium","4","high","satisfactory","medium","3","2","satisfactory","high","medium","large","[14,18)","3","2","1","[13,28]","[2,3)","2","[5,9)","[0,2)","[1,15]","[7,14]"
"1048","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Married","Yes","young","medium","short","1","medium","unsatisfactory","low","3","2","satisfactory","medium","low","small","[18,25]","3","1","1","[0,6)","[3,6]","4","[3,5)","[2,3)","[0,1)","[2,3)"
"1049","No","Travel_Frequently","Research & Development","Medical","Female","Healthcare Representative","Married","No","elder","medium","long","1","low","unsatisfactory","high","3","3","satisfactory","high","low","large","[11,12)","3","4","0","[13,28]","[3,6]","2","[0,3)","[2,3)","[1,15]","[2,3)"
"1050","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","Married","No","elder","high","medium","4","low","unsatisfactory","high","2","3","unsatisfactory","high","medium","large","[14,18)","3","4","2","[13,28]","[3,6]","1","[9,40]","[7,18]","[1,15]","[7,14]"
"1051","No","Travel_Frequently","Sales","Other","Male","Sales Executive","Single","No","young","medium","short","4","high","satisfactory","medium","3","2","unsatisfactory","medium","high","large","[12,14)","3","4","0","[10,13)","[3,6]","3","[5,9)","[2,3)","[0,1)","[3,7)"
"1052","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","Single","No","young","medium","short","2","high","unsatisfactory","low","2","2","satisfactory","medium","medium","medium","[12,14)","3","2","0","[0,6)","[2,3)","2","[3,5)","[3,7)","[1,15]","[2,3)"
"1053","No","Travel_Rarely","Sales","Technical Degree","Male","Sales Executive","Married","No","young","medium","medium","3","high","unsatisfactory","low","3","2","satisfactory","high","high","medium","[18,25]","3","3","1","[6,10)","[3,6]","3","[5,9)","[2,3)","[0,1)","[2,3)"
"1054","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Married","No","young","medium","long","1","high","unsatisfactory","low","3","1","satisfactory","low","low","medium","[12,14)","3","2","1","[10,13)","[2,3)","2","[9,40]","[0,2)","[0,1)","[7,14]"
"1055","No","Non-Travel","Research & Development","Life Sciences","Male","Manager","Married","Yes","elder","low","short","1","medium","satisfactory","low","3","4","satisfactory","high","high","small","[12,14)","3","4","0","[13,28]","[3,6]","2","[9,40]","[7,18]","[1,15]","[3,7)"
"1056","No","Non-Travel","Research & Development","Medical","Female","Manufacturing Director","Married","No","mid","medium","short","4","high","satisfactory","low","2","2","satisfactory","medium","medium","small","[14,18)","3","3","0","[0,6)","[3,6]","3","[3,5)","[2,3)","[1,15]","[2,3)"
"1057","No","Non-Travel","Research & Development","Medical","Female","Laboratory Technician","Single","No","mid","high","long","4","medium","satisfactory","medium","3","1","satisfactory","medium","medium","large","[12,14)","3","2","0","[10,13)","[2,3)","3","[5,9)","[7,18]","[1,15]","[7,14]"
"1058","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","Single","No","elder","low","medium","2","medium","satisfactory","low","3","2","satisfactory","medium","high","large","[14,18)","3","2","0","[6,10)","[3,6]","3","[0,3)","[2,3)","[1,15]","[0,2)"
"1059","No","Non-Travel","Research & Development","Life Sciences","Female","Laboratory Technician","Married","No","young","high","short","3","medium","satisfactory","medium","1","2","satisfactory","high","medium","small","[11,12)","3","1","3","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[3,7)"
"1060","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","Married","No","mid","high","medium","4","high","unsatisfactory","high","2","1","unsatisfactory","medium","low","large","[11,12)","3","4","0","[6,10)","[3,6]","3","[5,9)","[3,7)","[0,1)","[2,3)"
"1061","No","Travel_Rarely","Research & Development","Other","Female","Healthcare Representative","Married","No","young","low","medium","1","high","satisfactory","low","1","2","unsatisfactory","high","low","large","[12,14)","3","3","1","[6,10)","[3,6]","3","[5,9)","[7,18]","[0,1)","[7,14]"
"1063","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Divorced","No","young","high","long","3","low","unsatisfactory","high","1","1","satisfactory","low","high","medium","[18,25]","4","3","3","[10,13)","[2,3)","2","[9,40]","[7,18]","[0,1)","[7,14]"
"1064","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Married","No","young","low","long","3","low","unsatisfactory","low","3","1","unsatisfactory","low","high","medium","[12,14)","3","4","1","[0,6)","[0,2)","3","[0,3)","[0,2)","[1,15]","[2,3)"
"1065","No","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","Single","No","mid","medium","short","2","low","satisfactory","high","3","1","satisfactory","low","medium","small","[12,14)","3","3","0","[6,10)","[2,3)","2","[5,9)","[7,18]","[1,15]","[3,7)"
"1066","No","Travel_Frequently","Sales","Life Sciences","Female","Sales Executive","Single","No","elder","high","short","1","low","unsatisfactory","medium","2","2","satisfactory","medium","high","large","[11,12)","3","4","0","[13,28]","[2,3)","2","[3,5)","[3,7)","[1,15]","[3,7)"
"1067","No","Travel_Frequently","Research & Development","Medical","Female","Laboratory Technician","Single","No","elder","medium","medium","2","high","unsatisfactory","medium","3","1","satisfactory","low","medium","medium","[12,14)","3","3","0","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1068","No","Travel_Frequently","Research & Development","Medical","Male","Healthcare Representative","Married","Yes","elder","high","long","5","high","unsatisfactory","low","3","4","satisfactory","high","high","medium","[14,18)","3","3","1","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1069","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","Married","No","mid","low","short","2","low","unsatisfactory","low","3","1","unsatisfactory","low","high","large","[18,25]","4","1","0","[13,28]","[3,6]","4","[9,40]","[7,18]","[1,15]","[7,14]"
"1070","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Married","Yes","young","high","long","3","medium","unsatisfactory","low","3","1","unsatisfactory","low","medium","medium","[14,18)","3","4","2","[6,10)","[3,6]","2","[9,40]","[7,18]","[1,15]","[7,14]"
"1071","No","Non-Travel","Research & Development","Life Sciences","Male","Laboratory Technician","Married","No","elder","medium","medium","2","medium","satisfactory","medium","3","2","unsatisfactory","medium","high","medium","[12,14)","3","2","0","[6,10)","[3,6]","2","[9,40]","[7,18]","[0,1)","[7,14]"
"1072","No","Travel_Rarely","Research & Development","Other","Female","Research Scientist","Married","No","young","medium","medium","3","low","satisfactory","low","2","1","unsatisfactory","low","high","medium","[18,25]","3","3","0","[0,6)","[3,6]","2","[5,9)","[3,7)","[1,15]","[3,7)"
"1073","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Married","No","elder","low","medium","3","high","satisfactory","medium","3","2","unsatisfactory","medium","high","large","[18,25]","4","3","1","[13,28]","[3,6]","3","[5,9)","[3,7)","[1,15]","[3,7)"
"1074","No","Travel_Rarely","Sales","Medical","Female","Sales Representative","Married","No","young","medium","long","1","high","unsatisfactory","low","2","2","satisfactory","low","low","medium","[18,25]","4","4","1","[6,10)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1075","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","Divorced","No","elder","medium","medium","1","low","unsatisfactory","high","3","5","unsatisfactory","high","medium","large","[14,18)","3","1","2","[13,28]","[3,6]","2","[9,40]","[3,7)","[1,15]","[3,7)"
"1076","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Married","No","young","high","long","1","high","unsatisfactory","high","4","2","satisfactory","medium","medium","medium","[11,12)","3","2","0","[6,10)","[3,6]","2","[3,5)","[2,3)","[1,15]","[2,3)"
"1077","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Married","No","young","medium","short","2","medium","satisfactory","medium","3","3","unsatisfactory","high","low","medium","[11,12)","3","4","0","[6,10)","[3,6]","3","[9,40]","[7,18]","[0,1)","[7,14]"
"1078","No","Travel_Frequently","Research & Development","Medical","Female","Laboratory Technician","Single","No","mid","low","short","3","high","satisfactory","low","2","1","unsatisfactory","low","high","medium","[18,25]","4","2","0","[0,6)","[3,6]","3","[3,5)","[3,7)","[1,15]","[3,7)"
"1079","No","Travel_Frequently","Research & Development","Life Sciences","Male","Healthcare Representative","Married","Yes","mid","high","long","4","high","satisfactory","high","3","2","satisfactory","medium","high","medium","[14,18)","3","4","2","[10,13)","[2,3)","4","[9,40]","[2,3)","[0,1)","[2,3)"
"1080","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Single","No","mid","high","long","1","medium","satisfactory","low","2","1","unsatisfactory","low","medium","medium","[11,12)","3","4","0","[6,10)","[3,6]","2","[5,9)","[3,7)","[1,15]","[0,2)"
"1081","No","Travel_Frequently","Research & Development","Medical","Female","Laboratory Technician","Single","No","mid","low","short","3","low","unsatisfactory","low","3","2","unsatisfactory","medium","medium","large","[11,12)","3","4","0","[10,13)","[3,6]","3","[5,9)","[2,3)","[1,15]","[2,3)"
"1082","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Married","No","young","medium","long","2","low","unsatisfactory","medium","3","2","unsatisfactory","medium","low","medium","[18,25]","4","4","2","[6,10)","[3,6]","4","[5,9)","[3,7)","[1,15]","[3,7)"
"1083","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Single","Yes","young","medium","medium","2","low","unsatisfactory","high","2","2","satisfactory","medium","medium","medium","[11,12)","3","2","0","[0,6)","[3,6]","3","[5,9)","[3,7)","[1,15]","[3,7)"
"1084","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","Married","No","young","high","medium","1","medium","unsatisfactory","medium","3","1","satisfactory","low","high","medium","[12,14)","3","1","1","[10,13)","[3,6]","3","[9,40]","[7,18]","[0,1)","[7,14]"
"1085","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Married","No","elder","medium","short","3","low","unsatisfactory","low","4","3","unsatisfactory","high","high","medium","[14,18)","3","3","1","[10,13)","[2,3)","3","[9,40]","[7,18]","[0,1)","[7,14]"
"1086","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","Single","No","mid","high","medium","3","medium","satisfactory","low","2","3","unsatisfactory","high","medium","medium","[14,18)","3","2","0","[6,10)","[3,6]","4","[5,9)","[7,18]","[1,15]","[7,14]"
"1087","Yes","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Married","Yes","young","low","long","3","high","satisfactory","low","3","1","unsatisfactory","low","low","medium","[14,18)","3","3","3","[0,6)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"1088","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Single","No","mid","medium","long","2","low","satisfactory","high","3","1","unsatisfactory","low","low","medium","[14,18)","3","4","0","[6,10)","[3,6]","3","[3,5)","[2,3)","[1,15]","[2,3)"
"1089","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","Single","No","young","low","long","1","medium","unsatisfactory","high","4","1","satisfactory","low","high","medium","[18,25]","3","4","0","[0,6)","[3,6]","3","[0,3)","[2,3)","[0,1)","[2,3)"
"1090","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Divorced","No","mid","high","short","4","low","satisfactory","medium","2","1","satisfactory","low","low","large","[12,14)","3","3","1","[13,28]","[3,6]","3","[5,9)","[3,7)","[1,15]","[7,14]"
"1091","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Single","No","mid","medium","short","1","low","satisfactory","medium","3","1","unsatisfactory","low","medium","medium","[12,14)","3","4","0","[0,6)","[2,3)","3","[0,3)","[0,2)","[0,1)","[0,2)"
"1092","Yes","Travel_Rarely","Sales","Life Sciences","Male","Sales Representative","Divorced","Yes","young","low","medium","3","high","satisfactory","high","3","1","satisfactory","low","high","medium","[18,25]","4","2","1","[0,6)","[2,3)","3","[3,5)","[2,3)","[0,1)","[2,3)"
"1093","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Single","No","young","medium","short","3","medium","unsatisfactory","high","2","1","satisfactory","low","medium","medium","[12,14)","3","1","0","[0,6)","[2,3)","2","[0,3)","[2,3)","[1,15]","[2,3)"
"1094","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Divorced","No","young","low","medium","2","high","unsatisfactory","low","3","3","satisfactory","high","low","medium","[18,25]","3","1","1","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1095","No","Non-Travel","Research & Development","Medical","Male","Laboratory Technician","Divorced","No","mid","high","short","2","high","unsatisfactory","medium","2","1","satisfactory","low","high","medium","[12,14)","3","3","3","[0,6)","[2,3)","2","[0,3)","[0,2)","[0,1)","[0,2)"
"1096","No","Travel_Frequently","Sales","Marketing","Female","Sales Executive","Single","No","mid","medium","medium","3","low","unsatisfactory","low","3","3","satisfactory","high","medium","medium","[14,18)","3","4","0","[6,10)","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"1097","No","Non-Travel","Sales","Marketing","Male","Sales Executive","Married","Yes","young","low","short","1","low","satisfactory","medium","3","2","unsatisfactory","medium","high","small","[12,14)","3","4","1","[6,10)","[0,2)","3","[5,9)","[3,7)","[1,15]","[3,7)"
"1098","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Married","No","mid","low","long","3","medium","unsatisfactory","high","3","2","satisfactory","medium","medium","large","[12,14)","3","1","2","[10,13)","[0,2)","3","[5,9)","[7,18]","[1,15]","[7,14]"
"1099","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Married","Yes","young","medium","short","4","medium","unsatisfactory","high","3","2","unsatisfactory","medium","low","medium","[18,25]","4","1","0","[6,10)","[2,3)","3","[5,9)","[7,18]","[1,15]","[3,7)"
"1100","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Divorced","No","young","high","long","3","high","satisfactory","medium","2","2","satisfactory","high","high","medium","[14,18)","3","3","2","[10,13)","[3,6]","3","[9,40]","[7,18]","[0,1)","[3,7)"
"1101","No","Travel_Rarely","Research & Development","Medical","Female","Manager","Married","Yes","young","medium","long","4","medium","unsatisfactory","high","3","3","unsatisfactory","high","high","medium","[18,25]","4","4","2","[6,10)","[2,3)","3","[9,40]","[0,2)","[0,1)","[7,14]"
"1102","Yes","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","Married","No","elder","low","long","2","high","satisfactory","medium","3","2","unsatisfactory","high","medium","large","[18,25]","4","4","1","[13,28]","[2,3)","4","[9,40]","[7,18]","[1,15]","[7,14]"
"1103","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Divorced","No","elder","high","short","2","low","satisfactory","medium","4","1","satisfactory","low","high","medium","[12,14)","3","4","2","[6,10)","[3,6]","2","[5,9)","[3,7)","[1,15]","[3,7)"
"1104","No","Travel_Frequently","Research & Development","Other","Female","Healthcare Representative","Married","Yes","mid","medium","short","4","medium","satisfactory","high","4","2","unsatisfactory","medium","high","medium","[12,14)","3","1","1","[6,10)","[2,3)","3","[5,9)","[3,7)","[1,15]","[2,3)"
"1105","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Single","No","young","low","medium","4","low","unsatisfactory","high","3","2","satisfactory","medium","high","medium","[14,18)","3","4","0","[6,10)","[0,2)","3","[5,9)","[3,7)","[0,1)","[7,14]"
"1106","No","Travel_Frequently","Research & Development","Medical","Male","Healthcare Representative","Single","No","mid","medium","short","3","medium","satisfactory","high","2","2","unsatisfactory","medium","high","small","[18,25]","4","3","0","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
